mass_A
t       x       y
0.000000000E0	-6.879842546E-1	6.894905930E-1
1.000000000E-2	-6.879776043E-1	6.895271161E-1
2.000000000E-2	-6.879773752E-1	6.895158321E-1
3.000000000E-2	-6.879826748E-1	6.895183107E-1
4.000000000E-2	-6.879796928E-1	6.895210631E-1
5.000000000E-2	-6.879817474E-1	6.895056047E-1
6.000000000E-2	-6.879824686E-1	6.895331083E-1
7.000000000E-2	-6.879823110E-1	6.895401402E-1
8.000000000E-2	-6.879801519E-1	6.895286066E-1
9.000000000E-2	-6.879718522E-1	6.895280491E-1
1.000000000E-1	-6.879680501E-1	6.895163676E-1
1.100000000E-1	-6.879686254E-1	6.895244210E-1
1.200000000E-1	-6.879686446E-1	6.895365049E-1
1.300000000E-1	-6.879795897E-1	6.895340422E-1
1.400000000E-1	-6.879847859E-1	6.895245193E-1
1.500000000E-1	-6.879807807E-1	6.894927259E-1
1.600000000E-1	-6.879450384E-1	6.894525102E-1
1.700000000E-1	-6.879216762E-1	6.894405971E-1
1.800000000E-1	-6.879129795E-1	6.895331203E-1
1.900000000E-1	-6.875274156E-1	6.894800199E-1
2.000000000E-1	-6.857206952E-1	6.841731899E-1
2.100000000E-1	-6.830731676E-1	6.801945294E-1
2.200000000E-1	-6.804652141E-1	6.755343381E-1
2.300000000E-1	-6.777785352E-1	6.709038259E-1
2.400000000E-1	-6.744572601E-1	6.662457955E-1
2.500000000E-1	-6.710465442E-1	6.603294650E-1
2.600000000E-1	-6.676189601E-1	6.541963756E-1
2.700000000E-1	-6.634918641E-1	6.477033087E-1
2.800000000E-1	-6.590792652E-1	6.408388513E-1
2.900000000E-1	-6.541680041E-1	6.330208454E-1
3.000000000E-1	-6.490835731E-1	6.250872833E-1
3.100000000E-1	-6.437983667E-1	6.163599149E-1
3.200000000E-1	-6.378418686E-1	6.073792321E-1
3.300000000E-1	-6.317724276E-1	5.975702057E-1
3.400000000E-1	-6.251336482E-1	5.872355711E-1
3.500000000E-1	-6.186911710E-1	5.762879366E-1
3.600000000E-1	-6.116619531E-1	5.651830845E-1
3.700000000E-1	-6.038945514E-1	5.535473416E-1
3.800000000E-1	-5.960332460E-1	5.409237283E-1
3.900000000E-1	-5.883808796E-1	5.275378711E-1
4.000000000E-1	-5.797342139E-1	5.141736896E-1
4.100000000E-1	-5.708316880E-1	5.004622664E-1
4.200000000E-1	-5.611086761E-1	4.864530221E-1
4.300000000E-1	-5.511498068E-1	4.714951514E-1
4.400000000E-1	-5.414125680E-1	4.555474000E-1
4.500000000E-1	-5.308079606E-1	4.399995636E-1
4.600000000E-1	-5.196252360E-1	4.233152151E-1
4.700000000E-1	-5.078767286E-1	4.072175815E-1
4.800000000E-1	-4.960860115E-1	3.899958110E-1
4.900000000E-1	-4.851642012E-1	3.712298417E-1
5.000000000E-1	-4.726722129E-1	3.524551833E-1
5.100000000E-1	-4.602986395E-1	3.346144909E-1
5.200000000E-1	-4.472805415E-1	3.151996981E-1
5.300000000E-1	-4.337710505E-1	2.955319164E-1
5.400000000E-1	-4.194353046E-1	2.754592834E-1
5.500000000E-1	-4.044179826E-1	2.553337536E-1
5.600000000E-1	-3.887566228E-1	2.348381260E-1
5.700000000E-1	-3.720703327E-1	2.145860067E-1
5.800000000E-1	-3.541641900E-1	1.943607092E-1
5.900000000E-1	-3.354039756E-1	1.744872585E-1
6.000000000E-1	-3.152547977E-1	1.543901015E-1
6.100000000E-1	-2.930931415E-1	1.348193802E-1
6.200000000E-1	-2.714252785E-1	1.167170546E-1
6.300000000E-1	-2.477581194E-1	9.938660320E-2
6.400000000E-1	-2.226174333E-1	8.302914694E-2
6.500000000E-1	-1.965311192E-1	6.792487457E-2
6.600000000E-1	-1.686973738E-1	5.421841107E-2
6.700000000E-1	-1.404656837E-1	4.289238729E-2
6.800000000E-1	-1.117187179E-1	3.461955184E-2
6.900000000E-1	-8.111636497E-2	2.507640509E-2
7.000000000E-1	-5.050186421E-2	1.964819502E-2
7.100000000E-1	-1.939165143E-2	1.647293464E-2
7.200000000E-1	1.162811467E-2	1.607216964E-2
7.300000000E-1	4.251987594E-2	1.871511960E-2
7.400000000E-1	7.375957191E-2	2.376374088E-2
7.500000000E-1	1.023113062E-1	3.159503266E-2
7.600000000E-1	1.313252555E-1	4.148204171E-2
7.700000000E-1	1.590463960E-1	5.355318139E-2
7.800000000E-1	1.850745922E-1	6.759593828E-2
7.900000000E-1	2.102228357E-1	8.289482542E-2
8.000000000E-1	2.333373824E-1	9.929796831E-2
8.100000000E-1	2.557225197E-1	1.163459393E-1
8.200000000E-1	2.798876075E-1	1.332380985E-1
8.300000000E-1	2.963135247E-1	1.522646463E-1
8.400000000E-1	3.159321684E-1	1.697276540E-1
8.500000000E-1	3.345475186E-1	1.903348991E-1
8.600000000E-1	3.519316879E-1	2.090973589E-1
8.700000000E-1	3.686215166E-1	2.279115670E-1
8.800000000E-1	3.842792594E-1	2.467776648E-1
8.900000000E-1	3.989836082E-1	2.655619727E-1
9.000000000E-1	4.134788609E-1	2.838546056E-1
9.100000000E-1	4.264021905E-1	3.024781258E-1
9.200000000E-1	4.392700889E-1	3.206963689E-1
9.300000000E-1	4.510678689E-1	3.338750536E-1
9.400000000E-1	4.624267905E-1	3.503451281E-1
9.500000000E-1	4.736352973E-1	3.669081140E-1
9.600000000E-1	4.832993009E-1	3.846324692E-1
9.700000000E-1	4.945564097E-1	3.992531744E-1
9.800000000E-1	5.046065040E-1	4.142780649E-1
9.900000000E-1	5.142516977E-1	4.286688107E-1
1.000000000E0	5.240171257E-1	4.430284455E-1
1.010000000E0	5.327571982E-1	4.565113735E-1
