mass_A
t	x	y
1.380000000E0	5.074553107E-1	4.116221220E-1
1.390000000E0	4.971886625E-1	3.960902259E-1
1.400000000E0	4.839771985E-1	3.821046727E-1
1.410000000E0	4.753546266E-1	3.638389657E-1
1.420000000E0	4.636000733E-1	3.463154821E-1
1.430000000E0	4.510557222E-1	3.296396690E-1
1.440000000E0	4.382122888E-1	3.121768496E-1
1.450000000E0	4.253227827E-1	2.934766152E-1
1.460000000E0	4.117498245E-1	2.748684202E-1
1.470000000E0	3.969313463E-1	2.566747391E-1
1.480000000E0	3.815207454E-1	2.378609668E-1
1.490000000E0	3.654010192E-1	2.191939845E-1
1.500000000E0	3.483670434E-1	2.003373072E-1
1.510000000E0	3.305992180E-1	1.813514798E-1
1.520000000E0	3.115384889E-1	1.636087229E-1
1.530000000E0	2.921776073E-1	1.450521766E-1
1.540000000E0	2.716333477E-1	1.264921613E-1
1.550000000E0	2.496035619E-1	1.091942845E-1
1.560000000E0	2.267861395E-1	9.229103938E-2
1.570000000E0	2.029025474E-1	7.637369342E-2
1.580000000E0	1.777918669E-1	6.196600451E-2
1.590000000E0	1.515110348E-1	4.890150242E-2
1.600000000E0	1.243885774E-1	3.817239781E-2
1.610000000E0	9.639073358E-2	3.008868735E-2
1.620000000E0	6.662082634E-2	2.259346223E-2
1.630000000E0	3.760423628E-2	1.828989494E-2
1.640000000E0	7.809912097E-3	1.635660835E-2
1.650000000E0	-2.191199516E-2	1.699187306E-2
1.660000000E0	-5.159640815E-2	2.015137776E-2
1.670000000E0	-8.038010926E-2	2.560619070E-2
1.680000000E0	-1.090350633E-1	3.454204301E-2
1.690000000E0	-1.361379946E-1	4.269950202E-2
1.700000000E0	-1.621454069E-1	5.299963396E-2
1.710000000E0	-1.878601156E-1	6.516159069E-2
1.720000000E0	-2.117258728E-1	7.841090484E-2
1.730000000E0	-2.350942049E-1	9.300638000E-2
1.740000000E0	-2.568797307E-1	1.083445086E-1
1.750000000E0	-2.779013103E-1	1.245033324E-1
1.760000000E0	-2.976875208E-1	1.424071520E-1
1.770000000E0	-3.159727956E-1	1.611042445E-1
1.780000000E0	-3.340553166E-1	1.765167556E-1
1.790000000E0	-3.509426726E-1	1.941565368E-1
1.800000000E0	-3.664311137E-1	2.117233468E-1
1.810000000E0	-3.812239850E-1	2.292379258E-1
1.820000000E0	-3.950376609E-1	2.468054031E-1
1.830000000E0	-4.083003066E-1	2.644088809E-1
1.840000000E0	-4.214086243E-1	2.817728920E-1
1.850000000E0	-4.331376265E-1	2.985842817E-1
1.860000000E0	-4.439942562E-1	3.151186986E-1
1.870000000E0	-4.552905646E-1	3.310291537E-1
1.880000000E0	-4.655626202E-1	3.464502129E-1
1.890000000E0	-4.755879783E-1	3.614192487E-1
1.900000000E0	-4.854464031E-1	3.753888744E-1
1.910000000E0	-4.946266704E-1	3.899061512E-1
1.920000000E0	-5.016084898E-1	4.047141673E-1
1.930000000E0	-5.107619595E-1	4.169104436E-1
1.940000000E0	-5.194948143E-1	4.296083431E-1
1.950000000E0	-5.284464958E-1	4.416785306E-1
1.960000000E0	-5.359869318E-1	4.533437446E-1
1.970000000E0	-5.432932880E-1	4.645107116E-1
1.980000000E0	-5.497722256E-1	4.751036828E-1
1.990000000E0	-5.561838742E-1	4.848333330E-1
2.000000000E0	-5.623641228E-1	4.945846461E-1
2.010000000E0	-5.684084582E-1	5.036049551E-1
2.020000000E0	-5.737775462E-1	5.121665125E-1
2.030000000E0	-5.786871170E-1	5.202865802E-1
2.040000000E0	-5.834605687E-1	5.276924124E-1
2.050000000E0	-5.875695226E-1	5.349004283E-1
2.060000000E0	-5.916737280E-1	5.413334192E-1
2.070000000E0	-5.953655198E-1	5.474847746E-1
2.080000000E0	-5.988626616E-1	5.528060677E-1
2.090000000E0	-6.021163382E-1	5.576716615E-1
2.100000000E0	-6.050395049E-1	5.625299733E-1
2.110000000E0	-6.075685841E-1	5.665342130E-1
2.120000000E0	-6.096445739E-1	5.700860421E-1
2.130000000E0	-6.116760814E-1	5.731182593E-1
2.140000000E0	-6.131098721E-1	5.754160471E-1
2.150000000E0	-6.140034355E-1	5.775112421E-1
2.160000000E0	-6.151046239E-1	5.790178289E-1
2.170000000E0	-6.152729206E-1	5.802544249E-1
2.180000000E0	-6.152788126E-1	5.810555513E-1
2.190000000E0	-6.152001766E-1	5.814352809E-1
2.200000000E0	-6.151413762E-1	5.805465692E-1
2.210000000E0	-6.149445685E-1	5.791747876E-1
2.220000000E0	-6.139037100E-1	5.777061239E-1
2.230000000E0	-6.127029806E-1	5.754327906E-1
2.240000000E0	-6.112135462E-1	5.726845441E-1
2.250000000E0	-6.089683769E-1	5.699992258E-1
2.260000000E0	-6.065572783E-1	5.664257471E-1
2.270000000E0	-6.038809180E-1	5.624063771E-1
2.280000000E0	-6.012605957E-1	5.576151223E-1
2.290000000E0	-5.979076953E-1	5.525223977E-1
2.300000000E0	-5.940167605E-1	5.466262070E-1
2.310000000E0	-5.899682871E-1	5.401180553E-1
2.320000000E0	-5.859699970E-1	5.335337452E-1
2.330000000E0	-5.812954216E-1	5.262525264E-1
2.340000000E0	-5.763846488E-1	5.184725410E-1
2.350000000E0	-5.712225647E-1	5.100114685E-1
2.360000000E0	-5.658613396E-1	5.010749501E-1
2.370000000E0	-5.598767398E-1	4.918731550E-1
2.380000000E0	-5.535484575E-1	4.820410325E-1
2.390000000E0	-5.471069297E-1	4.718439229E-1
2.400000000E0	-5.398427438E-1	4.608405648E-1
2.410000000E0	-5.322388309E-1	4.493844895E-1
2.420000000E0	-5.244146296E-1	4.372777378E-1
2.430000000E0	-5.154431277E-1	4.244627927E-1
2.440000000E0	-5.069464540E-1	4.104096877E-1
2.450000000E0	-5.003931201E-1	3.978578997E-1
2.460000000E0	-4.916298380E-1	3.839040632E-1
2.470000000E0	-4.820890664E-1	3.696123301E-1
2.480000000E0	-4.715685360E-1	3.546559856E-1
2.490000000E0	-4.614313481E-1	3.397791800E-1
2.500000000E0	-4.505520419E-1	3.235760392E-1
2.510000000E0	-4.390464154E-1	3.070070235E-1
2.520000000E0	-4.274985111E-1	2.901707118E-1
2.530000000E0	-4.151418124E-1	2.728993249E-1
2.540000000E0	-4.023349349E-1	2.553245782E-1
2.550000000E0	-3.886800789E-1	2.378405640E-1
2.560000000E0	-3.739119327E-1	2.201427710E-1
2.570000000E0	-3.584881492E-1	2.017802145E-1
2.580000000E0	-3.422014390E-1	1.839233284E-1
2.590000000E0	-3.235484823E-1	1.664508701E-1
2.600000000E0	-3.066475252E-1	1.485516901E-1
2.610000000E0	-2.881295067E-1	1.312248891E-1
2.620000000E0	-2.676099394E-1	1.145256722E-1
2.630000000E0	-2.462255760E-1	9.877947549E-2
2.640000000E0	-2.237581174E-1	8.401783480E-2
2.650000000E0	-1.999956581E-1	7.010143049E-2
2.660000000E0	-1.750458860E-1	5.786737904E-2
2.670000000E0	-1.495574208E-1	4.668364034E-2
2.680000000E0	-1.226189965E-1	3.667780339E-2
2.690000000E0	-9.532549065E-2	2.842322991E-2
2.700000000E0	-6.768816028E-2	2.169905584E-2
2.710000000E0	-3.967937519E-2	1.696744882E-2
2.720000000E0	-1.108452666E-2	1.447837875E-2
2.730000000E0	1.764448005E-2	1.412716173E-2
2.740000000E0	4.567375200E-2	1.656723296E-2
2.750000000E0	7.417269525E-2	2.154997883E-2
2.760000000E0	1.011285433E-1	2.811784232E-2
2.770000000E0	1.276280085E-1	3.689681534E-2
2.780000000E0	1.526830573E-1	4.690123059E-2
2.790000000E0	1.771271923E-1	5.901966607E-2
2.800000000E0	2.010696756E-1	7.220861910E-2
2.810000000E0	2.233721247E-1	8.652719184E-2
2.820000000E0	2.444324000E-1	1.019493256E-1
2.830000000E0	2.643995431E-1	1.175467554E-1
2.840000000E0	2.810964907E-1	1.368145792E-1
2.850000000E0	3.021424507E-1	1.497825982E-1
2.860000000E0	3.197608135E-1	1.663669934E-1
2.870000000E0	3.362383399E-1	1.828335928E-1
2.880000000E0	3.525596479E-1	1.991327079E-1
2.890000000E0	3.677296507E-1	2.154270524E-1
2.900000000E0	3.818179421E-1	2.317492704E-1
2.910000000E0	3.954159065E-1	2.480067020E-1
2.920000000E0	4.079938503E-1	2.636438848E-1
2.930000000E0	4.193427406E-1	2.786633396E-1
2.940000000E0	4.306659109E-1	2.934201923E-1
2.950000000E0	4.418797721E-1	3.083954417E-1
2.960000000E0	4.520130764E-1	3.234622742E-1
2.970000000E0	4.617960330E-1	3.377605374E-1
2.980000000E0	4.716607093E-1	3.514041290E-1
2.990000000E0	4.809854067E-1	3.647554714E-1
3.000000000E0	4.863280158E-1	3.811705382E-1
3.010000000E0	4.974823600E-1	3.904221679E-1
3.020000000E0	5.058803756E-1	4.025965355E-1
3.030000000E0	5.135931264E-1	4.140332677E-1
3.040000000E0	5.209891655E-1	4.253526975E-1
3.050000000E0	5.275755539E-1	4.355966138E-1
3.060000000E0	5.338943429E-1	4.455306384E-1
3.070000000E0	5.401199328E-1	4.549463329E-1
3.080000000E0	5.461876384E-1	4.635845876E-1
3.090000000E0	5.516824869E-1	4.719243007E-1
3.100000000E0	5.564126588E-1	4.798697215E-1
3.110000000E0	5.607600573E-1	4.871522700E-1
3.120000000E0	5.650885553E-1	4.941319433E-1
3.130000000E0	5.691733812E-1	5.006572799E-1
3.140000000E0	5.728923317E-1	5.062200111E-1
3.150000000E0	5.764551270E-1	5.116359337E-1
3.160000000E0	5.793305534E-1	5.160978248E-1
3.170000000E0	5.817712908E-1	5.205094767E-1
3.180000000E0	5.840637699E-1	5.247912083E-1
3.190000000E0	5.857400989E-1	5.275377269E-1
3.200000000E0	5.876601315E-1	5.299877383E-1
3.210000000E0	5.893126868E-1	5.322779083E-1
3.220000000E0	5.904693847E-1	5.339265114E-1
3.230000000E0	5.913294151E-1	5.351414483E-1
3.240000000E0	5.917395809E-1	5.361483614E-1
3.250000000E0	5.918035340E-1	5.362848987E-1
3.260000000E0	5.917521533E-1	5.361399324E-1
3.270000000E0	5.915812077E-1	5.350908996E-1
3.280000000E0	5.906499061E-1	5.337040059E-1
3.290000000E0	5.892669474E-1	5.319098527E-1
3.300000000E0	5.877793535E-1	5.299235335E-1
3.310000000E0	5.857597203E-1	5.269059722E-1
3.320000000E0	5.836678730E-1	5.236893616E-1
3.330000000E0	5.815762553E-1	5.197107166E-1
3.340000000E0	5.787105852E-1	5.150286007E-1
3.350000000E0	5.753802670E-1	5.097753257E-1
3.360000000E0	5.715677376E-1	5.039699402E-1
3.370000000E0	5.677438772E-1	4.978442572E-1
3.380000000E0	5.632269747E-1	4.910168570E-1
3.390000000E0	5.587767308E-1	4.840758095E-1
3.400000000E0	5.539483904E-1	4.767470273E-1
3.410000000E0	5.484806638E-1	4.686213641E-1
3.420000000E0	5.427205170E-1	4.594527882E-1
3.430000000E0	5.364245544E-1	4.498547670E-1
3.440000000E0	5.299947950E-1	4.394910860E-1
3.450000000E0	5.233179992E-1	4.292765255E-1
3.460000000E0	5.161278531E-1	4.182368304E-1
3.470000000E0	5.086499289E-1	4.066480723E-1
3.480000000E0	5.009295165E-1	3.950986413E-1
3.490000000E0	4.897748771E-1	3.853286167E-1
3.500000000E0	4.832235931E-1	3.686305625E-1
3.510000000E0	4.745552517E-1	3.560935342E-1
3.520000000E0	4.647250963E-1	3.417233868E-1
3.530000000E0	4.546298135E-1	3.271617924E-1
3.540000000E0	4.442341798E-1	3.123025607E-1
3.550000000E0	4.331503762E-1	2.971247905E-1
3.560000000E0	4.217324768E-1	2.817194050E-1
3.570000000E0	4.093588671E-1	2.656124979E-1
3.580000000E0	3.965288918E-1	2.494084377E-1
3.590000000E0	3.829033636E-1	2.330109051E-1
3.600000000E0	3.688336809E-1	2.164483213E-1
3.610000000E0	3.539156863E-1	1.996036080E-1
3.620000000E0	3.378630378E-1	1.836819750E-1
3.630000000E0	3.211410261E-1	1.672312497E-1
3.640000000E0	3.037793291E-1	1.510214854E-1
3.650000000E0	2.830972531E-1	1.388166712E-1
3.660000000E0	2.660766535E-1	1.187359783E-1
3.670000000E0	2.461247717E-1	1.029446826E-1
3.680000000E0	2.251407251E-1	8.826561253E-2
3.690000000E0	2.029195944E-1	7.356761206E-2
3.700000000E0	1.800824846E-1	6.032841551E-2
3.710000000E0	1.562468207E-1	4.862673923E-2
3.720000000E0	1.311872963E-1	3.828892577E-2
3.730000000E0	1.049770955E-1	2.937081499E-2
3.740000000E0	7.816703451E-2	2.253634931E-2
3.750000000E0	5.158645106E-2	1.790292230E-2
3.760000000E0	2.432985344E-2	1.523789421E-2
3.770000000E0	-3.432562017E-3	1.438067826E-2
3.780000000E0	-3.038917122E-2	1.590932364E-2
3.790000000E0	-5.654264913E-2	1.937527552E-2
3.800000000E0	-8.301417837E-2	2.481423212E-2
3.810000000E0	-1.084349840E-1	3.456362401E-2
3.820000000E0	-1.334800244E-1	4.168241764E-2
3.830000000E0	-1.571956321E-1	5.095626895E-2
3.840000000E0	-1.809392555E-1	6.117559156E-2
3.850000000E0	-2.036330468E-1	7.323653430E-2
3.860000000E0	-2.251428224E-1	8.574157142E-2
3.870000000E0	-2.460994087E-1	9.937360050E-2
3.880000000E0	-2.656380599E-1	1.135207454E-1
3.890000000E0	-2.844509020E-1	1.283552345E-1
3.900000000E0	-3.013982005E-1	1.448968478E-1
3.910000000E0	-3.170918355E-1	1.608710588E-1
3.920000000E0	-3.331872175E-1	1.751360772E-1
3.930000000E0	-3.479451823E-1	1.903175225E-1
3.940000000E0	-3.615317741E-1	2.053007092E-1
3.950000000E0	-3.744359627E-1	2.203853237E-1
3.960000000E0	-3.872833530E-1	2.355410724E-1
3.970000000E0	-3.987460376E-1	2.506559395E-1
3.980000000E0	-4.097385589E-1	2.656313677E-1
3.990000000E0	-4.205460580E-1	2.798679579E-1
4.000000000E0	-4.301411324E-1	2.939633543E-1
4.010000000E0	-4.390766681E-1	3.072969917E-1
4.020000000E0	-4.478810336E-1	3.206639513E-1
4.030000000E0	-4.566525096E-1	3.335436768E-1
4.040000000E0	-4.644571471E-1	3.460243189E-1
4.050000000E0	-4.717590228E-1	3.575491008E-1
4.060000000E0	-4.794003300E-1	3.687149221E-1
4.070000000E0	-4.866191887E-1	3.795465268E-1
4.080000000E0	-4.932087950E-1	3.903616871E-1
4.090000000E0	-4.990731135E-1	4.002037524E-1
4.100000000E0	-5.018502627E-1	4.093132019E-1
4.110000000E0	-5.093594782E-1	4.164682305E-1
4.120000000E0	-5.145513987E-1	4.253309279E-1
4.130000000E0	-5.206180963E-1	4.336986529E-1
4.140000000E0	-5.258504037E-1	4.413383324E-1
4.150000000E0	-5.306207499E-1	4.482986081E-1
4.160000000E0	-5.349729698E-1	4.542066537E-1
4.170000000E0	-5.387201765E-1	4.598365752E-1
4.180000000E0	-5.422369026E-1	4.648010056E-1
4.190000000E0	-5.457431144E-1	4.695837761E-1
4.200000000E0	-5.486762055E-1	4.743094366E-1
4.210000000E0	-5.512304472E-1	4.784512912E-1
4.220000000E0	-5.535684181E-1	4.820376187E-1
4.230000000E0	-5.559378628E-1	4.849582546E-1
4.240000000E0	-5.577162209E-1	4.874456481E-1
4.250000000E0	-5.586957986E-1	4.896003596E-1
4.260000000E0	-5.597944624E-1	4.909634041E-1
4.270000000E0	-5.607941824E-1	4.920469383E-1
4.280000000E0	-5.612503495E-1	4.925168774E-1
4.290000000E0	-5.613380509E-1	4.923844885E-1
4.300000000E0	-5.610498976E-1	4.920996275E-1
4.310000000E0	-5.605983409E-1	4.909479593E-1
4.320000000E0	-5.597669073E-1	4.896465326E-1
4.330000000E0	-5.585123370E-1	4.874217479E-1
4.340000000E0	-5.570469600E-1	4.846001810E-1
4.350000000E0	-5.548732707E-1	4.815945333E-1
4.360000000E0	-5.524903869E-1	4.781483839E-1
4.370000000E0	-5.497506624E-1	4.737849928E-1
4.380000000E0	-5.462414253E-1	4.692391930E-1
4.390000000E0	-5.424297232E-1	4.644055546E-1
4.400000000E0	-5.385316065E-1	4.586934307E-1
4.410000000E0	-5.344987667E-1	4.521921474E-1
4.420000000E0	-5.300777544E-1	4.453610254E-1
4.430000000E0	-5.248284508E-1	4.382360528E-1
4.440000000E0	-5.194925741E-1	4.305719979E-1
4.450000000E0	-5.131541687E-1	4.219858857E-1
4.460000000E0	-5.077398178E-1	4.127952124E-1
4.470000000E0	-5.014226758E-1	4.050210668E-1
4.480000000E0	-4.969624892E-1	3.946634881E-1
4.490000000E0	-4.904770952E-1	3.848692702E-1
4.500000000E0	-4.830088096E-1	3.740634924E-1
4.510000000E0	-4.754164243E-1	3.626015637E-1
4.520000000E0	-4.668873505E-1	3.507192258E-1
4.530000000E0	-4.587379613E-1	3.394553954E-1
4.540000000E0	-4.503563932E-1	3.272511208E-1
4.550000000E0	-4.415060897E-1	3.142603091E-1
4.560000000E0	-4.325023893E-1	3.009149131E-1
4.570000000E0	-4.229330635E-1	2.869573831E-1
4.580000000E0	-4.129564279E-1	2.728381348E-1
4.590000000E0	-4.020768742E-1	2.582691430E-1
4.600000000E0	-3.908758036E-1	2.430701106E-1
4.610000000E0	-3.786899433E-1	2.278634902E-1
4.620000000E0	-3.660159906E-1	2.126117794E-1
4.630000000E0	-3.523639579E-1	1.964976381E-1
4.640000000E0	-3.379995904E-1	1.812070751E-1
4.650000000E0	-3.217549940E-1	1.659600345E-1
4.660000000E0	-3.070284483E-1	1.498510179E-1
4.670000000E0	-2.904379046E-1	1.343067588E-1
4.680000000E0	-2.727287303E-1	1.197043814E-1
4.690000000E0	-2.538063119E-1	1.055511634E-1
4.700000000E0	-2.338730843E-1	9.186834891E-2
4.710000000E0	-2.134662770E-1	7.896115779E-2
4.720000000E0	-1.913131295E-1	6.672688204E-2
4.730000000E0	-1.684442144E-1	5.567197860E-2
4.740000000E0	-1.451515946E-1	4.546985566E-2
4.750000000E0	-1.207136513E-1	3.667147988E-2
4.760000000E0	-9.559320278E-2	2.918015484E-2
4.770000000E0	-7.052875291E-2	2.288322361E-2
4.780000000E0	-4.412416806E-2	1.865330818E-2
4.790000000E0	-1.838017775E-2	1.626309207E-2
4.800000000E0	7.922511124E-3	1.560043255E-2
4.810000000E0	3.406011380E-2	1.668693996E-2
4.820000000E0	5.945791110E-2	1.999065918E-2
4.830000000E0	8.399436483E-2	2.658531818E-2
4.840000000E0	1.094675190E-1	3.247438770E-2
4.850000000E0	1.339156026E-1	4.130461162E-2
4.860000000E0	1.566314430E-1	5.142143398E-2
4.870000000E0	1.786872038E-1	6.222095058E-2
4.880000000E0	2.000697255E-1	7.396503030E-2
4.890000000E0	2.203496088E-1	8.701394313E-2
4.900000000E0	2.392332671E-1	1.006116093E-1
4.910000000E0	2.574691429E-1	1.146813444E-1
4.920000000E0	2.747221440E-1	1.288312048E-1
4.930000000E0	2.912843193E-1	1.440856794E-1
4.940000000E0	3.070135845E-1	1.583581327E-1
4.950000000E0	3.221858131E-1	1.723480780E-1
4.960000000E0	3.365104937E-1	1.868595380E-1
4.970000000E0	3.500370603E-1	2.010525521E-1
4.980000000E0	3.633679821E-1	2.152750254E-1
4.990000000E0	3.759407303E-1	2.292476949E-1
5.000000000E0	3.878200672E-1	2.431091907E-1
5.010000000E0	3.991468478E-1	2.566776415E-1
5.020000000E0	4.095077865E-1	2.703298820E-1
5.030000000E0	4.192677368E-1	2.834489604E-1
5.040000000E0	4.284341148E-1	2.961819117E-1
5.050000000E0	4.372322038E-1	3.082914762E-1
5.060000000E0	4.457607851E-1	3.203137313E-1
5.070000000E0	4.535457104E-1	3.318572612E-1
5.080000000E0	4.608132109E-1	3.431850539E-1
5.090000000E0	4.681324112E-1	3.533756995E-1
5.100000000E0	4.753282074E-1	3.636977802E-1
5.110000000E0	4.819509279E-1	3.728402395E-1
5.120000000E0	4.861025190E-1	3.849889210E-1
5.130000000E0	4.935771031E-1	3.917491164E-1
5.140000000E0	4.985156196E-1	4.012688124E-1
5.150000000E0	5.035496932E-1	4.087351083E-1
5.160000000E0	5.074855504E-1	4.160727186E-1
5.170000000E0	5.122393597E-1	4.217140003E-1
5.180000000E0	5.161847613E-1	4.278655188E-1
5.190000000E0	5.200203527E-1	4.332729038E-1
5.200000000E0	5.235391231E-1	4.380498588E-1
5.210000000E0	5.263040587E-1	4.429618138E-1
5.220000000E0	5.288241547E-1	4.468647954E-1
5.230000000E0	5.311014330E-1	4.503128811E-1
