mass_A
t       x       y
0.000000000E0	-6.887686366E-1	6.901294152E-1
1.000000000E-2	-6.887686366E-1	6.899892703E-1
2.000000000E-2	-6.887528002E-1	6.899773312E-1
3.000000000E-2	-6.887239830E-1	6.899596939E-1
4.000000000E-2	-6.887085875E-1	6.898689413E-1
5.000000000E-2	-6.877559258E-1	6.869767453E-1
6.000000000E-2	-6.859504366E-1	6.835091638E-1
7.000000000E-2	-6.834078488E-1	6.801454827E-1
8.000000000E-2	-6.808016356E-1	6.746203126E-1
9.000000000E-2	-6.781269403E-1	6.700786001E-1
1.000000000E-1	-6.718111096E-1	6.635018935E-1
1.100000000E-1	-6.684056658E-1	6.580960961E-1
1.200000000E-1	-6.645914393E-1	6.521177927E-1
1.300000000E-1	-6.606564782E-1	6.457274221E-1
1.400000000E-1	-6.565317578E-1	6.382701735E-1
1.500000000E-1	-6.517160578E-1	6.305501394E-1
1.600000000E-1	-6.468401832E-1	6.221325968E-1
1.700000000E-1	-6.415258392E-1	6.131901508E-1
1.800000000E-1	-6.355734876E-1	6.042037106E-1
1.900000000E-1	-6.296232972E-1	5.943718503E-1
2.000000000E-1	-6.228582681E-1	5.840647160E-1
2.100000000E-1	-6.164537020E-1	5.729347008E-1
2.200000000E-1	-6.091385223E-1	5.613810580E-1
2.300000000E-1	-6.021042276E-1	5.489982523E-1
2.400000000E-1	-5.947181311E-1	5.365131306E-1
2.500000000E-1	-5.861990570E-1	5.238707824E-1
2.600000000E-1	-5.774232281E-1	5.101026388E-1
2.700000000E-1	-5.684730727E-1	4.958432763E-1
2.800000000E-1	-5.596615227E-1	4.811058258E-1
2.900000000E-1	-5.499043397E-1	4.663072675E-1
3.000000000E-1	-5.393695336E-1	4.506126917E-1
3.100000000E-1	-5.284902836E-1	4.345901338E-1
3.200000000E-1	-5.172483002E-1	4.180681340E-1
3.300000000E-1	-5.058687662E-1	4.025826192E-1
3.400000000E-1	-4.938709826E-1	3.840054216E-1
3.500000000E-1	-4.831188168E-1	3.665337595E-1
3.600000000E-1	-4.707151423E-1	3.480169389E-1
3.700000000E-1	-4.580291153E-1	3.289487202E-1
3.800000000E-1	-4.444140163E-1	3.098198027E-1
3.900000000E-1	-4.307102675E-1	2.902123077E-1
4.000000000E-1	-4.161242567E-1	2.694644727E-1
4.100000000E-1	-4.012836444E-1	2.493953492E-1
4.200000000E-1	-3.849069524E-1	2.292770164E-1
4.300000000E-1	-3.681381083E-1	2.082860111E-1
4.400000000E-1	-3.499586221E-1	1.886978138E-1
4.500000000E-1	-3.303978191E-1	1.687564179E-1
4.600000000E-1	-3.104387548E-1	1.491642276E-1
4.700000000E-1	-2.893746945E-1	1.301793040E-1
4.800000000E-1	-2.664640552E-1	1.118159522E-1
4.900000000E-1	-2.424567867E-1	9.488454081E-2
5.000000000E-1	-2.171285708E-1	7.859286832E-2
5.100000000E-1	-1.909640384E-1	6.418062166E-2
5.200000000E-1	-1.633776156E-1	5.162339117E-2
5.300000000E-1	-1.346243845E-1	4.046589865E-2
5.400000000E-1	-1.038723610E-1	3.328095282E-2
5.500000000E-1	-7.406160514E-2	2.405212146E-2
5.600000000E-1	-4.376325131E-2	1.915736500E-2
5.700000000E-1	-1.255653359E-2	1.645241417E-2
5.800000000E-1	1.838700300E-2	1.687685155E-2
5.900000000E-1	4.898279066E-2	2.005157380E-2
6.000000000E-1	7.833916989E-2	2.570305349E-2
6.100000000E-1	1.080675109E-1	3.399137736E-2
6.200000000E-1	1.368950634E-1	4.458039617E-2
6.300000000E-1	1.639504275E-1	5.683451293E-2
6.400000000E-1	1.901550158E-1	7.086018279E-2
6.500000000E-1	2.147965582E-1	8.683072413E-2
6.600000000E-1	2.381354965E-1	1.034401145E-1
6.700000000E-1	2.602560588E-1	1.206536260E-1
6.800000000E-1	2.812689506E-1	1.409786766E-1
6.900000000E-1	3.011029213E-1	1.608952274E-1
7.000000000E-1	3.200843828E-1	1.767309845E-1
7.100000000E-1	3.385277550E-1	1.953642416E-1
7.200000000E-1	3.556853094E-1	2.142083119E-1
7.300000000E-1	3.723691881E-1	2.330520857E-1
7.400000000E-1	3.881540590E-1	2.518024195E-1
7.500000000E-1	4.028352058E-1	2.706407358E-1
7.600000000E-1	4.166712960E-1	2.892137788E-1
7.700000000E-1	4.303340883E-1	3.075107626E-1
7.800000000E-1	4.430799429E-1	3.254138689E-1
7.900000000E-1	4.552191415E-1	3.428243598E-1
8.000000000E-1	4.671516534E-1	3.596346296E-1
8.100000000E-1	4.778849810E-1	3.766014627E-1
8.200000000E-1	4.893859759E-1	3.926842227E-1
8.300000000E-1	4.995415411E-1	4.105630949E-1
8.400000000E-1	5.098913426E-1	4.248536228E-1
8.500000000E-1	5.197133832E-1	4.391140934E-1
8.600000000E-1	5.288168915E-1	4.533109719E-1
8.700000000E-1	5.375872140E-1	4.670130726E-1
8.800000000E-1	5.462189748E-1	4.801149898E-1
8.900000000E-1	5.543281997E-1	4.925760853E-1
