mass_A
t	x	y
1.010000000E0	6.503321122E-1	6.461811628E-1
1.020000000E0	6.515439779E-1	6.478673839E-1
1.030000000E0	6.525297509E-1	6.490389725E-1
1.040000000E0	6.529491977E-1	6.500569382E-1
1.050000000E0	6.533145692E-1	6.502810548E-1
1.060000000E0	6.538423804E-1	6.501631080E-1
1.070000000E0	6.538497887E-1	6.494986133E-1
1.080000000E0	6.533156744E-1	6.477699735E-1
1.090000000E0	6.525913966E-1	6.462667506E-1
1.100000000E0	6.513268904E-1	6.438578308E-1
1.110000000E0	6.498305859E-1	6.411895369E-1
1.120000000E0	6.478476017E-1	6.377110179E-1
1.130000000E0	6.451251907E-1	6.337790747E-1
1.140000000E0	6.424962214E-1	6.292267153E-1
1.150000000E0	6.398453174E-1	6.237561300E-1
1.160000000E0	6.362085743E-1	6.183997714E-1
1.170000000E0	6.324748647E-1	6.123432924E-1
1.180000000E0	6.285569290E-1	6.059080092E-1
1.190000000E0	6.241452224E-1	5.986999986E-1
1.200000000E0	6.187175214E-1	5.908749495E-1
1.210000000E0	6.137323580E-1	5.825564797E-1
1.220000000E0	6.083008793E-1	5.732267629E-1
1.230000000E0	6.023504479E-1	5.639511968E-1
1.240000000E0	5.959510721E-1	5.542882492E-1
1.250000000E0	5.894897562E-1	5.440647203E-1
1.260000000E0	5.829102492E-1	5.329041808E-1
1.270000000E0	5.756885714E-1	5.214578211E-1
1.280000000E0	5.682087556E-1	5.093799289E-1
1.290000000E0	5.603041998E-1	4.964179885E-1
1.300000000E0	5.518806730E-1	4.834995426E-1
1.310000000E0	5.429649591E-1	4.698803808E-1
1.320000000E0	5.337908280E-1	4.556375748E-1
1.330000000E0	5.246563596E-1	4.409086531E-1
1.340000000E0	5.150439447E-1	4.258791962E-1
1.350000000E0	5.047481941E-1	4.105688590E-1
1.360000000E0	4.940459780E-1	3.941685603E-1
1.370000000E0	4.823752637E-1	3.771116001E-1
1.380000000E0	4.710540605E-1	3.599133227E-1
1.390000000E0	4.591029932E-1	3.425455678E-1
1.400000000E0	4.468352211E-1	3.245815515E-1
1.410000000E0	4.333935301E-1	3.067340305E-1
1.420000000E0	4.195740444E-1	2.884921279E-1
1.430000000E0	4.052418472E-1	2.692185883E-1
1.440000000E0	3.902501161E-1	2.503216876E-1
1.450000000E0	3.740819263E-1	2.314404803E-1
1.460000000E0	3.573704594E-1	2.123200638E-1
1.470000000E0	3.398227573E-1	1.936031206E-1
1.480000000E0	3.211430081E-1	1.748571811E-1
1.490000000E0	3.015486591E-1	1.560580852E-1
1.500000000E0	2.795852728E-1	1.373131126E-1
1.510000000E0	2.590974913E-1	1.188133304E-1
1.520000000E0	2.367576654E-1	1.019337391E-1
1.530000000E0	2.127159760E-1	8.509424134E-2
1.540000000E0	1.880248172E-1	7.001521470E-2
1.550000000E0	1.622671220E-1	5.619749087E-2
1.560000000E0	1.351310029E-1	4.455230009E-2
1.570000000E0	1.065719811E-1	3.461136331E-2
1.580000000E0	7.770536373E-2	2.695095844E-2
1.590000000E0	4.760033494E-2	2.205615195E-2
1.600000000E0	1.774896448E-2	1.912156496E-2
1.610000000E0	-1.191712952E-2	1.957905972E-2
1.620000000E0	-4.204273817E-2	2.207318784E-2
1.630000000E0	-7.147954622E-2	2.704285850E-2
1.640000000E0	-9.964976772E-2	3.496572904E-2
1.650000000E0	-1.281389935E-1	4.342019896E-2
1.660000000E0	-1.545758542E-1	5.378764311E-2
1.670000000E0	-1.803614931E-1	6.551821561E-2
1.680000000E0	-2.059456696E-1	7.863595688E-2
1.690000000E0	-2.297985034E-1	9.298778688E-2
1.700000000E0	-2.524275414E-1	1.085109705E-1
1.710000000E0	-2.739834769E-1	1.240451329E-1
1.720000000E0	-2.943285563E-1	1.416026677E-1
1.730000000E0	-3.132806418E-1	1.591783087E-1
1.740000000E0	-3.311901313E-1	1.770883077E-1
1.750000000E0	-3.482189798E-1	1.951293219E-1
1.760000000E0	-3.641506489E-1	2.129008241E-1
1.770000000E0	-3.789354336E-1	2.304892325E-1
1.780000000E0	-3.930454401E-1	2.481060007E-1
1.790000000E0	-4.058414497E-1	2.657925923E-1
1.800000000E0	-4.179251383E-1	2.830904185E-1
1.810000000E0	-4.294593207E-1	2.996998799E-1
1.820000000E0	-4.405555653E-1	3.160036233E-1
1.830000000E0	-4.518785196E-1	3.319060003E-1
1.840000000E0	-4.624394662E-1	3.475852843E-1
1.850000000E0	-4.721367853E-1	3.617267231E-1
1.860000000E0	-4.823228181E-1	3.754799043E-1
1.870000000E0	-4.921608872E-1	3.903988914E-1
1.880000000E0	-5.005468556E-1	4.052485564E-1
1.890000000E0	-5.100655160E-1	4.180764446E-1
1.900000000E0	-5.189143848E-1	4.307979939E-1
1.910000000E0	-5.283280595E-1	4.434882684E-1
1.920000000E0	-5.368535373E-1	4.554845703E-1
1.930000000E0	-5.440652840E-1	4.673592341E-1
1.940000000E0	-5.514916868E-1	4.786265769E-1
1.950000000E0	-5.590527602E-1	4.895473880E-1
1.960000000E0	-5.656177961E-1	5.000354502E-1
1.970000000E0	-5.719914707E-1	5.096758534E-1
1.980000000E0	-5.773152560E-1	5.189913258E-1
1.990000000E0	-5.819415747E-1	5.278268062E-1
2.000000000E0	-5.869641187E-1	5.363113237E-1
2.010000000E0	-5.918131586E-1	5.442557301E-1
2.020000000E0	-5.959734455E-1	5.506261476E-1
2.030000000E0	-5.999057461E-1	5.567678687E-1
2.040000000E0	-6.034076178E-1	5.628639903E-1
2.050000000E0	-6.062336920E-1	5.681085708E-1
2.060000000E0	-6.085986005E-1	5.730229466E-1
2.070000000E0	-6.108510224E-1	5.772893715E-1
2.080000000E0	-6.132720127E-1	5.809485008E-1
2.090000000E0	-6.156561341E-1	5.845388973E-1
2.100000000E0	-6.171999286E-1	5.871787115E-1
2.110000000E0	-6.184479530E-1	5.896237293E-1
2.120000000E0	-6.196387712E-1	5.919775953E-1
2.130000000E0	-6.200204766E-1	5.932486694E-1
2.140000000E0	-6.206408601E-1	5.945524117E-1
2.150000000E0	-6.208696255E-1	5.947452942E-1
2.160000000E0	-6.208955669E-1	5.946319435E-1
2.170000000E0	-6.198209249E-1	5.935933989E-1
2.180000000E0	-6.185955796E-1	5.921642944E-1
2.190000000E0	-6.172100756E-1	5.907993014E-1
2.200000000E0	-6.156382504E-1	5.885406068E-1
2.210000000E0	-6.137755136E-1	5.857021719E-1
2.220000000E0	-6.120722103E-1	5.829530989E-1
2.230000000E0	-6.097297611E-1	5.793701193E-1
2.240000000E0	-6.070014648E-1	5.748804178E-1
2.250000000E0	-6.043556538E-1	5.698353621E-1
2.260000000E0	-6.018302747E-1	5.644289977E-1
2.270000000E0	-5.984026476E-1	5.581530444E-1
2.280000000E0	-5.947433958E-1	5.517347406E-1
2.290000000E0	-5.908735249E-1	5.450409312E-1
2.300000000E0	-5.867584482E-1	5.380752604E-1
2.310000000E0	-5.819697061E-1	5.302388078E-1
2.320000000E0	-5.766583376E-1	5.221233736E-1
2.330000000E0	-5.715425394E-1	5.130671060E-1
2.340000000E0	-5.656572088E-1	5.031294202E-1
2.350000000E0	-5.595375293E-1	4.926993674E-1
2.360000000E0	-5.530086938E-1	4.822291941E-1
2.370000000E0	-5.460789707E-1	4.714174175E-1
2.380000000E0	-5.390765790E-1	4.597835301E-1
2.390000000E0	-5.314516161E-1	4.480964903E-1
2.400000000E0	-5.233802567E-1	4.358344624E-1
2.410000000E0	-5.148080625E-1	4.231717175E-1
2.420000000E0	-5.062888045E-1	4.106059572E-1
2.430000000E0	-4.985097341E-1	3.957638801E-1
2.440000000E0	-4.893877541E-1	3.807292013E-1
2.450000000E0	-4.800061508E-1	3.654300456E-1
2.460000000E0	-4.688449434E-1	3.499790980E-1
2.470000000E0	-4.580346399E-1	3.338550204E-1
2.480000000E0	-4.468810757E-1	3.172064715E-1
2.490000000E0	-4.353081756E-1	3.005797110E-1
2.500000000E0	-4.230968426E-1	2.833704352E-1
2.510000000E0	-4.101225484E-1	2.656017503E-1
2.520000000E0	-3.965559805E-1	2.477610180E-1
2.530000000E0	-3.823055805E-1	2.298500759E-1
2.540000000E0	-3.673419318E-1	2.122374650E-1
2.550000000E0	-3.514906431E-1	1.942196507E-1
2.560000000E0	-3.338254999E-1	1.760530360E-1
2.570000000E0	-3.158278033E-1	1.583492878E-1
2.580000000E0	-2.957818988E-1	1.416123211E-1
2.590000000E0	-2.759588537E-1	1.243623613E-1
2.600000000E0	-2.543509775E-1	1.083227857E-1
2.610000000E0	-2.315461061E-1	9.278595227E-2
2.620000000E0	-2.083705470E-1	7.866684243E-2
2.630000000E0	-1.841586152E-1	6.585540073E-2
2.640000000E0	-1.591091838E-1	5.465858649E-2
2.650000000E0	-1.331031501E-1	4.468119277E-2
2.660000000E0	-1.054443864E-1	3.649191201E-2
2.670000000E0	-7.755572985E-2	2.828573728E-2
2.680000000E0	-4.888549191E-2	2.349044853E-2
2.690000000E0	-2.041089412E-2	2.063766793E-2
2.700000000E0	8.232918330E-3	1.979103550E-2
2.710000000E0	3.676613970E-2	2.127221736E-2
2.720000000E0	6.495281719E-2	2.491137208E-2
2.730000000E0	9.365438469E-2	3.217742438E-2
2.740000000E0	1.202761281E-1	3.997183468E-2
2.750000000E0	1.463580859E-1	4.986541176E-2
2.760000000E0	1.715837396E-1	6.159556104E-2
2.770000000E0	1.957274731E-1	7.431518376E-2
2.780000000E0	2.186392115E-1	8.809149976E-2
2.790000000E0	2.401331147E-1	1.027153955E-1
2.800000000E0	2.605136572E-1	1.181648840E-1
2.810000000E0	2.791370554E-1	1.343847360E-1
2.820000000E0	2.985487856E-1	1.510404886E-1
2.830000000E0	3.165616188E-1	1.677685377E-1
2.840000000E0	3.328581425E-1	1.839018293E-1
2.850000000E0	3.486626767E-1	2.001213022E-1
2.860000000E0	3.640617081E-1	2.165436698E-1
2.870000000E0	3.787641832E-1	2.327667003E-1
2.880000000E0	3.927321546E-1	2.491616787E-1
2.890000000E0	4.060874874E-1	2.656104049E-1
2.900000000E0	4.180683849E-1	2.816312298E-1
2.910000000E0	4.298859955E-1	2.976015747E-1
2.920000000E0	4.408760436E-1	3.124872277E-1
2.930000000E0	4.520256659E-1	3.274105137E-1
2.940000000E0	4.622547655E-1	3.423660686E-1
2.950000000E0	4.720492510E-1	3.560494484E-1
2.960000000E0	4.815160947E-1	3.700256878E-1
2.970000000E0	4.874356566E-1	3.865229971E-1
2.980000000E0	4.994346555E-1	3.965642899E-1
2.990000000E0	5.083713686E-1	4.096730803E-1
3.000000000E0	5.164047583E-1	4.207547907E-1
3.010000000E0	5.240044058E-1	4.319214379E-1
3.020000000E0	5.305639031E-1	4.423796358E-1
3.030000000E0	5.367095864E-1	4.521791745E-1
3.040000000E0	5.428702257E-1	4.613107532E-1
3.050000000E0	5.484821030E-1	4.700303608E-1
3.060000000E0	5.539461600E-1	4.785031889E-1
3.070000000E0	5.593349892E-1	4.868017302E-1
3.080000000E0	5.641779712E-1	4.941062466E-1
3.090000000E0	5.683963253E-1	5.012624443E-1
3.100000000E0	5.723093600E-1	5.079792657E-1
3.110000000E0	5.758156293E-1	5.138865362E-1
3.120000000E0	5.794734631E-1	5.191412094E-1
3.130000000E0	5.828153305E-1	5.240250273E-1
3.140000000E0	5.857964304E-1	5.289546832E-1
3.150000000E0	5.883035225E-1	5.329460487E-1
3.160000000E0	5.902643816E-1	5.362336107E-1
3.170000000E0	5.921850068E-1	5.398932542E-1
3.180000000E0	5.935093818E-1	5.428345244E-1
3.190000000E0	5.946780695E-1	5.444172249E-1
3.200000000E0	5.955721479E-1	5.453689111E-1
3.210000000E0	5.958888968E-1	5.466444291E-1
3.220000000E0	5.959265078E-1	5.468335435E-1
3.230000000E0	5.958469764E-1	5.466432825E-1
3.240000000E0	5.957264872E-1	5.454778596E-1
3.250000000E0	5.947126076E-1	5.442771863E-1
3.260000000E0	5.934159363E-1	5.423010022E-1
3.270000000E0	5.919352239E-1	5.393234115E-1
3.280000000E0	5.897125968E-1	5.366523677E-1
3.290000000E0	5.872070373E-1	5.336863509E-1
3.300000000E0	5.845945253E-1	5.300893757E-1
3.310000000E0	5.820475438E-1	5.255195069E-1
3.320000000E0	5.792122880E-1	5.202219301E-1
3.330000000E0	5.757779952E-1	5.151293711E-1
3.340000000E0	5.720631216E-1	5.091333329E-1
3.350000000E0	5.679135158E-1	5.024429056E-1
3.360000000E0	5.632882078E-1	4.958942870E-1
3.370000000E0	5.584784768E-1	4.887345108E-1
3.380000000E0	5.530274829E-1	4.807273436E-1
3.390000000E0	5.475887417E-1	4.721940947E-1
3.400000000E0	5.418002781E-1	4.634252894E-1
3.410000000E0	5.354030569E-1	4.535963701E-1
3.420000000E0	5.289534730E-1	4.432640508E-1
3.430000000E0	5.218809959E-1	4.330004875E-1
3.440000000E0	5.142546344E-1	4.222050095E-1
3.450000000E0	5.064278224E-1	4.108898968E-1
3.460000000E0	4.979583217E-1	3.983132340E-1
3.470000000E0	4.865096988E-1	3.863408891E-1
3.480000000E0	4.796816900E-1	3.711969944E-1
3.490000000E0	4.708380878E-1	3.577859159E-1
3.500000000E0	4.611012575E-1	3.440214040E-1
3.510000000E0	4.508648886E-1	3.288811557E-1
3.520000000E0	4.404310285E-1	3.136410297E-1
3.530000000E0	4.294447261E-1	2.984127737E-1
3.540000000E0	4.178309816E-1	2.829150701E-1
3.550000000E0	4.055108773E-1	2.668938970E-1
3.560000000E0	3.924210028E-1	2.504891509E-1
3.570000000E0	3.788379465E-1	2.340042294E-1
3.580000000E0	3.641321560E-1	2.176314732E-1
3.590000000E0	3.486105549E-1	2.010216380E-1
3.600000000E0	3.324428967E-1	1.847502668E-1
3.610000000E0	3.152517000E-1	1.684780950E-1
3.620000000E0	2.971922637E-1	1.517667480E-1
3.630000000E0	2.779903467E-1	1.353175151E-1
3.640000000E0	2.593071548E-1	1.194019122E-1
3.650000000E0	2.390273890E-1	1.039999337E-1
3.660000000E0	2.177152359E-1	8.898452247E-2
3.670000000E0	1.951651365E-1	7.490477905E-2
3.680000000E0	1.720252213E-1	6.215803947E-2
3.690000000E0	1.479095250E-1	5.087005753E-2
3.700000000E0	1.227127414E-1	4.099727468E-2
3.710000000E0	9.718288712E-2	3.338709174E-2
3.720000000E0	7.013726117E-2	2.639850058E-2
3.730000000E0	4.294479599E-2	2.212363821E-2
3.740000000E0	1.592109646E-2	1.983391353E-2
3.750000000E0	-1.184992656E-2	1.970987490E-2
3.760000000E0	-3.943313502E-2	2.206678190E-2
3.770000000E0	-6.634358420E-2	2.623813026E-2
3.780000000E0	-9.274539019E-2	3.223591247E-2
3.790000000E0	-1.178164177E-1	3.991547723E-2
3.800000000E0	-1.433330007E-1	4.875801441E-2
3.810000000E0	-1.671961847E-1	5.876205512E-2
3.820000000E0	-1.907132186E-1	7.014279539E-2
3.830000000E0	-2.134418173E-1	8.260471570E-2
3.840000000E0	-2.350192670E-1	9.601967983E-2
3.850000000E0	-2.553427614E-1	1.104236168E-1
3.860000000E0	-2.744356110E-1	1.248730394E-1
3.870000000E0	-2.921542588E-1	1.395867198E-1
3.880000000E0	-3.092493513E-1	1.554378634E-1
3.890000000E0	-3.253500003E-1	1.720246991E-1
3.900000000E0	-3.412604410E-1	1.873382521E-1
3.910000000E0	-3.559029638E-1	2.035349077E-1
3.920000000E0	-3.698969044E-1	2.196966012E-1
3.930000000E0	-3.826584332E-1	2.354122205E-1
3.940000000E0	-3.950421382E-1	2.508721647E-1
3.950000000E0	-4.066781078E-1	2.658152672E-1
3.960000000E0	-4.177220076E-1	2.807692663E-1
3.970000000E0	-4.281816063E-1	2.952618884E-1
3.980000000E0	-4.380590095E-1	3.097558865E-1
3.990000000E0	-4.471866129E-1	3.235917537E-1
4.000000000E0	-4.558176166E-1	3.367086293E-1
4.010000000E0	-4.644322809E-1	3.492269954E-1
4.020000000E0	-4.729032373E-1	3.613234950E-1
4.030000000E0	-4.810760094E-1	3.732358074E-1
4.040000000E0	-4.885348898E-1	3.842193208E-1
4.050000000E0	-4.955006916E-1	3.954063952E-1
4.060000000E0	-5.017527670E-1	4.065073228E-1
4.070000000E0	-5.074526324E-1	4.153293108E-1
4.080000000E0	-5.139586302E-1	4.251716277E-1
4.090000000E0	-5.200492060E-1	4.345207637E-1
4.100000000E0	-5.261827226E-1	4.431085098E-1
4.110000000E0	-5.313937482E-1	4.509875868E-1
4.120000000E0	-5.363391493E-1	4.584893234E-1
4.130000000E0	-5.404430839E-1	4.650626140E-1
4.140000000E0	-5.442349217E-1	4.711743916E-1
4.150000000E0	-5.479201009E-1	4.771938445E-1
4.160000000E0	-5.509655665E-1	4.824662539E-1
4.170000000E0	-5.534853987E-1	4.872331227E-1
4.180000000E0	-5.554439745E-1	4.914847022E-1
4.190000000E0	-5.579028366E-1	4.949621958E-1
4.200000000E0	-5.603610324E-1	4.982523814E-1
4.210000000E0	-5.621039350E-1	5.013169289E-1
4.220000000E0	-5.633857987E-1	5.037315134E-1
4.230000000E0	-5.642201384E-1	5.057654733E-1
4.240000000E0	-5.652451758E-1	5.069995612E-1
4.250000000E0	-5.659740923E-1	5.074575261E-1
4.260000000E0	-5.659200132E-1	5.077587244E-1
4.270000000E0	-5.656552914E-1	5.076368004E-1
4.280000000E0	-5.654540297E-1	5.072703910E-1
4.290000000E0	-5.646203955E-1	5.063512426E-1
4.300000000E0	-5.632460786E-1	5.047407719E-1
4.310000000E0	-5.617008428E-1	5.027113801E-1
4.320000000E0	-5.603694786E-1	5.000538206E-1
4.330000000E0	-5.583142456E-1	4.965195805E-1
4.340000000E0	-5.557353209E-1	4.925200017E-1
4.350000000E0	-5.528972879E-1	4.885358843E-1
4.360000000E0	-5.497533481E-1	4.839941261E-1
4.370000000E0	-5.466744837E-1	4.784604960E-1
4.380000000E0	-5.428531762E-1	4.724656420E-1
4.390000000E0	-5.390009682E-1	4.660582856E-1
4.400000000E0	-5.349450688E-1	4.596284066E-1
4.410000000E0	-5.302022431E-1	4.522010003E-1
4.420000000E0	-5.251548579E-1	4.444747881E-1
4.430000000E0	-5.197642311E-1	4.361092199E-1
4.440000000E0	-5.136239862E-1	4.269836191E-1
4.450000000E0	-5.082656687E-1	4.182213347E-1
4.460000000E0	-5.026165574E-1	4.088497904E-1
4.470000000E0	-4.974540326E-1	3.970887797E-1
4.480000000E0	-4.903165465E-1	3.855052854E-1
4.490000000E0	-4.824147385E-1	3.738705116E-1
4.500000000E0	-4.738992811E-1	3.615316647E-1
4.510000000E0	-4.652357175E-1	3.491003941E-1
4.520000000E0	-4.570577636E-1	3.361429762E-1
4.530000000E0	-4.478582106E-1	3.227708468E-1
4.540000000E0	-4.384334180E-1	3.083882821E-1
4.550000000E0	-4.282405953E-1	2.943461832E-1
4.560000000E0	-4.177921487E-1	2.801394063E-1
4.570000000E0	-4.066100749E-1	2.655106050E-1
4.580000000E0	-3.950895610E-1	2.501958403E-1
4.590000000E0	-3.825948386E-1	2.348108740E-1
4.600000000E0	-3.697308696E-1	2.197483184E-1
4.610000000E0	-3.560717563E-1	2.038148204E-1
4.620000000E0	-3.411527011E-1	1.876864699E-1
4.630000000E0	-3.253658761E-1	1.722151221E-1
4.640000000E0	-3.097095620E-1	1.557359584E-1
4.650000000E0	-2.923886491E-1	1.401320058E-1
4.660000000E0	-2.740861940E-1	1.255522622E-1
4.670000000E0	-2.548924351E-1	1.111765322E-1
4.680000000E0	-2.350113670E-1	9.773295649E-2
4.690000000E0	-2.138890524E-1	8.469676402E-2
4.700000000E0	-1.916851011E-1	7.263668195E-2
4.710000000E0	-1.689354805E-1	6.161281144E-2
4.720000000E0	-1.456385923E-1	5.134462148E-2
4.730000000E0	-1.211607601E-1	4.241010282E-2
4.740000000E0	-9.700532628E-2	3.479283110E-2
4.750000000E0	-7.113145697E-2	2.839328682E-2
4.760000000E0	-4.501194017E-2	2.377230580E-2
4.770000000E0	-1.846306972E-2	2.085998213E-2
4.780000000E0	8.200472961E-3	1.986959439E-2
4.790000000E0	3.459830884E-2	2.099641337E-2
4.800000000E0	6.053644572E-2	2.436563616E-2
4.810000000E0	8.526487708E-2	2.998716034E-2
4.820000000E0	1.104406755E-1	3.630674194E-2
4.830000000E0	1.352371228E-1	4.475192179E-2
4.840000000E0	1.585956492E-1	5.471093942E-2
4.850000000E0	1.799742540E-1	6.623926851E-2
4.860000000E0	2.008876694E-1	7.811014820E-2
4.870000000E0	2.212244698E-1	9.057729240E-2
4.880000000E0	2.400842154E-1	1.038035508E-1
4.890000000E0	2.583888623E-1	1.180690699E-1
4.900000000E0	2.753956126E-1	1.327340673E-1
4.910000000E0	2.920337298E-1	1.483826572E-1
4.920000000E0	3.083502603E-1	1.638599421E-1
4.930000000E0	3.233942256E-1	1.772577809E-1
4.940000000E0	3.374510185E-1	1.922740479E-1
4.950000000E0	3.511427497E-1	2.069847742E-1
4.960000000E0	3.640098750E-1	2.221208646E-1
4.970000000E0	3.760748505E-1	2.365124374E-1
4.980000000E0	3.876129877E-1	2.504581642E-1
4.990000000E0	3.986728184E-1	2.640829891E-1
5.000000000E0	4.092383933E-1	2.777921569E-1
5.010000000E0	4.191229505E-1	2.906931962E-1
5.020000000E0	4.287705505E-1	3.034494866E-1
5.030000000E0	4.380667206E-1	3.149140708E-1
5.040000000E0	4.469592116E-1	3.262290808E-1
5.050000000E0	4.553129448E-1	3.373395847E-1
5.060000000E0	4.634495303E-1	3.484683369E-1
5.070000000E0	4.712426881E-1	3.593274501E-1
5.080000000E0	4.787442011E-1	3.692346870E-1
5.090000000E0	4.848612372E-1	3.791905597E-1
5.100000000E0	4.899394381E-1	3.906505740E-1
5.110000000E0	4.976698999E-1	3.981515679E-1
5.120000000E0	5.035214640E-1	4.069515975E-1
5.130000000E0	5.089053200E-1	4.152237898E-1
5.140000000E0	5.139867863E-1	4.222412870E-1
5.150000000E0	5.178278338E-1	4.291032542E-1
5.160000000E0	5.216002025E-1	4.356643792E-1
5.170000000E0	5.253797488E-1	4.413016681E-1
5.180000000E0	5.287466607E-1	4.458331609E-1
5.190000000E0	5.316324890E-1	4.508230333E-1
5.200000000E0	5.343693290E-1	4.549169836E-1
5.210000000E0	5.365788959E-1	4.584554139E-1
5.220000000E0	5.390466175E-1	4.612218162E-1
5.230000000E0	5.405380464E-1	4.636530996E-1
